sep=;
CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8;Vbat;Trigger;AccX;AccY;AccZ;GyX;GyY;GyZ;N;fs;Timestamp
219.669153568204;-327.096457446957;-1231.11036313073;-1337.04789608214;-950.845006078465;-1185.43443013822;1114.45530771699;656.649077286221;3259;0;527;-7954;-14689;273;175;-96;308168;500;10:43:29.885535
-181.083951099825;-586.654050430393;-1469.82570072863;-1543.31400447973;-1104.8533768806;-1237.46181366818;904.752954725997;392.37809493585;3259;0;527;-7954;-14689;273;175;-96;308169;500;10:43:29.885631
322.114413328947;-76.7249552147003;-836.156496285612;-810.329506651743;-498.529598240887;-784.835043231665;511.371010729888;509.297054573701;3259;0;527;-7954;-14689;273;175;-96;308170;500;10:43:29.885896
656.968255026196;178.865205096486;-676.883030461331;-664.605178231645;-367.185451548273;-656.434370604922;517.631322667293;658.244411963849;3259;0;527;-7954;-14689;273;175;-96;308171;500;10:43:29.886765
570.507472690078;145.120005329062;-653.604345238763;-631.533531851151;-332.305684083335;-715.181030676343;619.031667477646;705.077671373914;3259;0;527;-7954;-14689;273;175;-96;308172;500;10:43:29.886958
563.403018956992;70.5021954292038;-834.148551126777;-815.324436711079;-523.262999809945;-927.139199439739;706.966674083871;689.501642188476;3259;0;527;-7954;-14689;273;175;-96;308173;500;10:43:29.887131
578.113249616998;71.7051424375537;-789.352562281105;-765.983561586466;-522.03795486525;-1068.39337278869;631.455994007482;586.889059881149;3259;0;527;-7954;-14689;273;175;-96;308174;500;10:43:29.887314
697.48176880591;250.10875099038;-544.301332681774;-485.293810947886;-356.095371028541;-914.711400917743;403.108053791437;580.637438140786;3259;0;527;-7954;-14689;273;175;-96;308175;500;10:43:29.887416
732.588843087379;233.934683338975;-582.617282669413;-567.671716171912;-427.561852538596;-427.696391327258;493.538850451196;685.250068485379;3259;0;479;-7997;-14657;294;97;-84;308176;500;10:43:29.887559
516.558204863983;-92.2690791688818;-968.394750738552;-864.741305204416;-566.037772472546;-565.181341732384;740.37202686677;548.782599168048;3259;0;479;-7997;-14657;294;97;-84;308177;500;10:43:29.887660
478.122523332819;-161.097983507808;-1137.34210661375;-931.611298541081;-593.264851754189;-739.686786360885;932.711119008433;686.261642440516;3259;0;479;-7997;-14657;294;97;-84;308178;500;10:43:29.888344
140.489718343808;-416.144531078755;-1334.51762349841;-1247.28504311395;-967.239332300432;-1050.26704317141;938.125886910881;462.768939583222;3259;0;479;-7997;-14657;294;97;-84;308179;500;10:43:29.888427
470.451120041022;-94.7335058238855;-958.325202275431;-784.82652488733;-595.782794964423;-781.226064769061;655.964650854446;543.997909477009;3259;0;479;-7997;-14657;294;97;-84;308180;500;10:43:29.888599
462.424323054127;-157.045155559583;-999.736298082501;-838.118420639189;-554.658729069112;-548.462874061535;649.793941979577;478.351690594519;3259;0;479;-7997;-14657;294;97;-84;308181;500;10:43:29.888820
730.887342497529;209.71658652164;-571.245753587186;-354.612309870735;-101.986439187287;-248.693023281679;486.347419353586;686.523603973907;3259;0;479;-7997;-14657;294;97;-84;308182;500;10:43:29.888906
552.466505935407;-7.69095135838441;-921.596869368008;-762.944998524491;-462.995816877559;-459.279607586715;691.841691642335;655.736048934315;3259;0;479;-7997;-14657;294;97;-84;308183;500;10:43:29.888993
593.339257489765;102.036849179362;-774.511153382192;-557.72639019096;-266.574253493893;-479.173055122576;586.693777097616;572.519088388064;3259;0;479;-7997;-14657;294;97;-84;308184;500;10:43:29.889611
783.025136017657;296.325961778382;-565.908128075268;-378.429579299576;-160.738763496139;-399.515538113093;513.552853392672;652.079324940494;3259;0;479;-7997;-14657;294;97;-84;308185;500;10:43:29.889698
750.996106324463;203.036987739948;-655.392200588726;-529.890873045294;-291.192400174691;-299.336083558;592.747816512432;684.359493650906;3259;0;556;-7955;-14591;173;-114;57;308186;500;10:43:29.889792
689.81111049865;97.8401449453625;-850.733537348492;-597.934289707822;-240.203707552427;-216.534512763807;803.760205055146;826.231180599073;3259;0;556;-7955;-14591;173;-114;57;308187;500;10:43:29.889891
784.618842657334;151.814415669268;-875.093867311914;-591.463866840433;-195.957097354694;-197.889396616962;967.14965233542;957.524625712278;3259;0;556;-7955;-14591;173;-114;57;308188;500;10:43:29.889988
694.739340461308;92.9022892091811;-946.734919602898;-712.983377402176;-346.010588173401;-571.411448178689;891.754823673047;863.118940928886;3259;0;556;-7955;-14591;173;-114;57;308189;500;10:43:29.890084
676.737300992106;141.28686086457;-896.820185373403;-616.695554195964;-312.582111860778;-642.159691756931;864.906546807361;877.166270691318;3259;0;556;-7955;-14591;173;-114;57;308190;500;10:43:29.890720
534.481219749116;13.8305103257815;-1004.06707820823;-718.701522352509;-412.385838885574;-623.459627386946;771.411375176775;707.447306976182;3259;0;556;-7955;-14591;173;-114;57;308191;500;10:43:29.890822
481.556903173536;-69.5576344226543;-1078.35241920988;-831.900256742103;-486.597500814093;-634.604825225571;774.318987500894;652.380499393801;3259;0;556;-7955;-14591;173;-114;57;308192;500;10:43:29.890920
